112,23,0,0,0,0,0,0,0
113,24,0,0,0,0,0,0,0
114,24,0,0,0,0,0,0,0
115,22,0,0,0,0,0,0,0
116,23,0,0,0,0,0,0,0
117,23,0,0,0,0,0,0,0
118,23,0,0,0,0,0,0,0
119,23,0,0,0,0,0,0,0
120,22,0,0,0,0,0,0,0
121,23,0,0,0,0,0,0,0
122,22,0,0,0,0,0,0,0
123,22,0,0,0,0,0,0,0
124,22,0,0,0,0,0,0,0
125,22,0,0,0,0,0,0,0
126,22,0,0,0,0,0,0,0
127,22,0,0,0,0,0,0,0
128,22,0,0,0,0,0,0,0
129,21,0,0,0,0,0,0,0
130,22,0,0,0,0,0,0,0
131,22,0,0,0,0,0,0,0
132,21,0,0,0,0,0,0,0
133,22,0,0,0,0,0,0,0
134,22,0,0,0,0,0,0,0
135,22,0,0,0,0,0,0,0
136,22,0,0,0,0,0,0,0
137,22,0,0,0,0,0,0,0
138,23,0,0,0,0,0,0,0
139,22,0,0,0,0,0,0,0
140,22,0,0,0,0,0,0,0
141,22,0,0,0,0,0,0,0
142,22,0,0,0,0,0,0,0
143,23,0,0,0,0,0,0,0
144,23,0,0,0,0,0,0,0
145,22,0,0,0,0,0,0,0
146,22,0,0,0,0,0,0,0
147,23,0,0,0,0,0,0,0
148,23,0,0,0,0,0,0,0
149,23,0,0,0,0,0,0,0
150,23,0,0,0,0,0,0,0
151,23,0,0,0,0,0,0,0
152,23,0,0,0,0,0,0,0
153,23,0,0,0,0,0,0,0
154,23,0,0,0,0,0,0,0
155,23,0,0,0,0,0,0,0
156,23,0,0,0,0,0,0,0
157,24,0,0,0,0,0,0,0
158,24,0,0,0,0,0,0,0
159,24,0,0,0,0,0,0,0
160,24,0,0,0,0,0,0,0
161,25,0,0,0,0,0,0,0
162,24,0,0,0,0,0,0,0
163,25,0,0,0,0,0,0,0
164,25,0,0,0,0,0,0,0
165,25,0,0,0,0,0,0,0
166,24,0,0,0,0,0,0,0
167,25,0,0,0,0,0,0,0
168,26,0,0,0,0,0,0,0
169,26,0,0,0,0,0,0,0
170,27,0,0,0,0,0,0,0
171,27,0,0,0,0,0,0,0
172,27,0,0,0,0,0,0,0
173,27,0,0,0,0,0,0,0
174,28,0,0,0,0,0,0,0
175,28,0,0,0,0,0,0,0
176,29,0,0,0,0,0,0,0
177,30,0,0,0,0,0,0,0
178,29,0,0,0,0,0,0,0
179,31,0,0,0,0,0,0,0
180,30,0,0,0,0,0,0,0
181,28,0,0,0,0,0,0,0
182,46,0,0,0,0,0,0,0
183,36,0,0,0,0,0,0,0
184,34,0,0,0,0,0,0,0
185,35,0,0,0,0,0,0,0
186,37,0,0,0,0,0,0,0
187,37,0,0,0,0,0,0,0
188,38,0,0,0,0,0,0,0
189,38,0,0,0,0,0,0,0
190,39,0,0,0,0,0,0,0
191,40,0,0,0,0,0,0,0
192,41,0,0,0,0,0,0,0
193,41,0,0,0,0,0,0,0
194,42,0,0,0,0,0,0,0
195,43,0,0,0,0,0,0,0
196,44,0,0,0,0,0,0,0
197,44,0,0,0,0,0,0,0
198,45,0,0,0,0,0,0,0
199,45,0,0,0,0,0,0,0
200,47,0,0,0,0,0,0,0
201,47,0,0,0,0,0,0,0
202,48,0,0,0,0,0,0,0
203,48,0,0,0,0,0,0,0
204,49,0,0,0,0,0,0,0
205,50,0,0,0,0,0,0,0
206,50,0,0,0,0,0,0,0
207,51,0,0,0,0,0,0,0
